-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
7.4,11.4,7.4,12.4,95.5
7.4,11.6,7.7,13.1,90.2
7.1,11.9,7.7,12.2,91.6
7.1,12.2,7.0,12.2,93.1
7.6,12.5,6.7,11.6,96.1
7.5,11.1,6.6,11.8,88.7
7.3,10.7,6.1,10.3,88.3
7.0,10.1,5.9,9.7,88.3
7.4,9.6,5.2,9.4,91.0
7.5,8.8,4.8,9.0,91.0
7.4,8.2,4.3,8.0,94.8
7.1,7.3,3.8,7.2,95.4
7.2,7.0,3.3,6.7,92.1
7.4,6.1,2.5,5.8,92.7
7.2,5.1,2.2,5.4,97.3
7.2,4.1,1.7,4.9,90.4
7.0,3.2,1.5,5.0,89.9
7.5,3.3,1.5,5.5,89.6
7.1,3.2,1.7,6.0,97.6
7.1,3.2,1.9,6.9,84.3
7.6,2.9,2.1,8.5,70.2
7.8,2.9,2.5,10.4,53.6
7.7,2.9,2.9,13.2,46.3
8.3,3.1,3.3,17.4,36.2
9.1,3.1,3.9,23.3,29.0
8.7,3.1,4.4,35.1,25.0
7.4,3.0,5.6,90.2,21.7
6.4,3.0,6.3,95.5,19.7
5.3,3.1,8.1,97.5,16.5
5.0,3.2,10.0,86.4,15.5
4.3,3.3,10.4,65.0,14.7
4.0,3.4,11.5,52.9,14.8
3.5,3.2,13.1,49.0,14.8
3.4,3.2,13.6,46.0,14.0
3.2,3.0,13.4,41.5,13.3
3.0,2.9,14.6,40.0,14.6
2.8,2.9,16.0,37.2,13.5
2.7,3.2,17.0,38.4,13.5
2.6,2.9,16.9,36.2,13.2
2.5,3.2,18.7,34.9,13.7
2.4,3.1,19.8,34.5,14.1
2.3,2.9,19.8,30.9,13.6
2.4,3.2,20.9,32.8,13.0
2.2,3.1,22.4,29.2,13.5
2.1,3.1,22.9,31.0,13.8
2.1,3.0,25.9,30.1,13.2
2.1,3.1,25.6,29.1,14.1
2.0,3.1,26.7,27.6,13.5
1.8,3.0,30.8,27.4,14.2
1.9,3.0,30.8,28.4,14.0
1.8,3.1,33.9,26.1,13.6
1.7,3.0,36.4,27.7,14.1
1.6,3.0,36.1,26.2,14.1
1.6,3.0,41.1,26.9,13.0
1.6,3.0,39.9,24.6,13.8
1.4,3.1,43.8,24.3,14.3
1.5,3.1,48.6,25.6,14.1
1.3,3.1,48.3,24.5,13.3
1.4,3.0,51.0,25.5,13.2
1.4,3.1,55.2,23.7,13.5
1.3,3.0,78.1,24.5,13.4
1.3,3.2,73.8,25.4,13.2
1.3,3.2,73.5,24.9,14.5
1.2,3.0,77.3,22.9,13.3
1.2,3.2,72.5,23.2,13.7
1.1,3.2,73.8,23.8,14.2
1.2,3.0,74.8,23.3,14.6
1.1,3.3,74.0,24.2,13.7
1.0,3.0,69.6,24.1,13.5
1.0,3.0,71.3,22.8,13.7
1.0,3.2,72.4,23.0,14.0
1.0,3.1,74.4,23.4,13.9
1.0,3.1,73.6,23.2,14.1
1.0,3.1,72.9,23.0,13.4
0.9,3.1,67.8,22.6,13.4
1.0,3.0,70.4,23.2,14.5
1.0,3.2,66.5,23.7,13.8
1.0,3.2,68.3,22.5,14.2
0.9,3.2,63.9,23.9,13.6
0.9,3.2,67.7,23.9,14.3
0.9,3.1,68.4,23.3,14.4
0.9,3.1,63.5,21.8,14.1
0.8,3.0,62.1,21.9,14.8
0.8,3.2,61.3,22.8,14.4
0.9,3.3,62.0,23.3,13.8
0.8,3.3,62.0,21.9,14.0
0.8,3.2,64.1,23.7,13.6
0.8,3.0,63.3,21.9,13.7
0.8,3.0,61.3,22.5,14.1
0.8,3.2,62.8,22.7,13.6
0.8,3.1,59.8,21.4,14.9
0.8,3.1,60.9,21.5,13.6
0.8,3.1,61.4,21.6,13.5
0.8,3.2,55.8,21.7,13.6
0.8,3.0,56.7,22.8,14.0
0.8,3.2,54.1,23.5,14.1
0.8,3.1,56.6,22.2,13.7
0.8,3.0,54.2,23.2,14.9
0.8,3.2,56.5,23.0,14.1
0.8,3.3,56.4,22.7,14.0
0.8,3.1,53.2,22.7,14.0
0.8,3.2,55.9,22.2,14.9
0.8,3.0,51.7,23.1,14.2
0.8,3.2,50.3,23.2,14.2
0.7,3.1,53.3,21.8,14.0
0.8,3.0,49.3,23.2,13.7
0.8,3.2,50.7,21.8,14.9
0.8,3.1,50.4,23.1,13.9
0.8,3.2,48.4,21.7,14.8
0.8,3.2,47.9,22.5,13.9
0.8,3.0,47.9,21.9,14.4
0.8,3.1,49.2,22.2,14.9
0.8,3.1,49.0,21.9,14.4
0.7,3.1,46.5,23.3,14.9
0.8,3.2,44.4,23.0,13.9
0.7,3.2,43.2,22.6,14.2
0.7,3.2,45.1,23.1,14.3
0.7,3.1,42.3,21.6,14.5
0.7,3.1,42.8,22.0,14.8
0.8,3.2,43.4,21.4,14.9
0.7,3.1,42.5,21.2,14.4
0.8,3.1,41.7,22.5,14.2
0.7,3.0,39.9,22.6,14.3
0.7,3.1,41.3,21.8,14.0
0.8,3.1,40.6,22.2,13.6
0.7,3.2,40.6,22.0,14.0
0.7,3.2,40.3,21.7,14.9
0.7,3.1,39.8,22.7,14.1
0.8,3.0,37.5,21.9,13.6
0.7,3.2,38.3,22.1,14.3
0.7,3.0,38.0,21.1,15.0
0.7,3.2,37.2,23.1,14.0
0.8,3.0,35.5,21.6,14.6
0.8,3.2,33.0,22.9,13.7
0.7,3.1,34.5,21.4,13.9
0.7,3.2,34.0,22.5,14.9
0.7,3.2,34.1,21.2,14.6
0.7,3.1,33.6,22.6,13.6
0.7,3.0,31.1,23.1,14.5
0.7,3.0,30.7,22.8,14.1
0.7,3.1,29.7,22.7,14.2
0.8,3.1,31.2,22.9,14.7
0.7,3.1,28.3,21.5,13.8
0.7,3.1,29.8,22.7,14.7
0.8,3.1,29.1,21.9,14.4
0.8,3.1,27.2,21.9,14.9
0.8,3.1,28.2,21.4,13.9
0.8,3.0,27.4,22.4,14.9
0.7,2.4,25.5,22.2,13.8
0.8,36.2,24.3,22.7,13.7
0.8,37.6,25.4,21.6,13.7
0.7,37.1,23.7,21.9,13.6
0.7,35.6,23.9,22.4,14.6
0.8,32.7,21.9,21.6,13.7
0.7,34.8,21.8,21.6,14.5
0.7,32.3,22.0,22.1,14.6
0.8,32.0,21.1,22.5,14.5
0.7,29.6,20.5,21.2,14.1
87.1,28.8,19.3,23.3,14.8
87.6,30.3,19.7,21.7,14.1
89.2,27.2,17.8,22.0,14.3
86.5,26.9,17.6,23.2,14.0
86.3,27.5,17.7,22.9,14.0
88.3,24.6,17.0,21.6,14.6
93.4,24.7,16.2,22.1,13.6
87.3,23.8,15.1,22.5,14.6
94.5,24.5,15.7,22.4,14.7
86.8,21.5,15.2,22.2,13.9
89.5,22.3,13.7,21.7,14.6
92.5,20.6,13.2,21.6,14.7
94.8,20.5,13.3,20.1,14.9
94.0,20.6,13.0,17.8,14.5
56.9,21.7,12.8,16.3,14.6
44.8,23.0,12.2,15.2,14.2
37.5,23.8,11.3,14.3,15.0
35.3,25.3,11.7,13.3,15.5
34.5,25.7,10.6,13.5,14.5
36.4,25.3,10.7,12.0,15.4
38.3,23.5,9.8,11.9,15.2
38.5,23.6,9.1,11.1,15.7
38.5,22.2,9.2,9.9,15.7
41.8,21.3,8.1,9.9,15.3
45.2,19.6,8.0,9.2,16.5
44.9,17.9,7.2,8.2,16.6
47.0,18.1,6.2,8.0,16.6
46.9,15.7,5.8,7.1,16.1
49.6,15.7,5.5,6.6,15.9
52.4,13.7,4.6,6.0,16.0
55.6,12.7,4.2,5.3,17.7
57.5,11.8,3.7,4.3,17.4
59.5,10.5,3.0,3.6,17.1
69.5,8.7,2.7,3.5,17.2
90.4,8.1,2.3,3.6,16.8
91.5,6.7,2.0,3.6,16.6
86.6,5.3,1.7,3.6,18.1
91.1,4.4,1.5,3.8,17.3
90.8,4.1,1.3,3.6,17.1
85.0,4.0,1.3,3.5,17.5
90.3,4.3,1.4,3.6,18.1
86.8,4.8,1.5,3.8,18.3
88.6,5.4,1.8,3.6,17.4
86.5,5.8,1.7,3.7,17.8
84.2,5.3,1.7,3.8,17.3
90.2,5.2,1.6,3.5,17.3
88.7,4.6,1.4,3.6,17.6
90.7,4.0,1.2,3.8,17.8
85.3,3.7,1.2,3.8,18.2
89.4,3.4,1.1,3.7,18.4
84.2,3.7,1.2,3.9,17.1
87.5,3.7,1.1,3.6,18.3
84.3,3.7,1.2,3.6,18.6
86.5,3.9,1.2,3.5,17.8
90.8,4.4,1.4,3.8,18.4
87.8,4.6,1.5,3.5,17.8
85.8,5.4,1.8,3.7,18.6
84.6,6.8,1.9,3.6,17.2
81.2,7.7,2.2,3.5,17.7
63.0,9.4,2.8,3.7,17.9
48.5,11.7,3.1,3.7,18.0
40.8,15.2,3.4,3.6,16.4
35.3,19.3,3.8,3.4,13.1
28.1,26.6,4.8,3.6,10.9
22.7,46.2,5.1,3.6,9.7
19.5,89.1,6.0,3.5,7.7
17.7,87.5,8.0,3.4,6.5
16.4,87.5,9.3,3.7,5.6
13.9,58.8,11.8,4.1,4.8
12.5,41.5,15.8,4.4,4.4
12.6,29.4,24.1,4.9,3.9
11.4,26.0,34.4,5.5,3.8
12.4,22.4,46.9,5.8,3.8
11.8,21.4,64.2,5.6,3.5
11.5,21.9,82.2,5.9,3.5
12.3,21.1,86.5,6.0,3.4
11.7,21.5,85.0,6.0,3.5
12.2,20.2,88.7,6.2,3.4
12.0,20.9,86.2,6.3,3.4
11.9,21.0,88.0,5.9,3.3
11.6,19.9,84.4,5.8,3.1
11.8,20.1,82.5,6.0,3.1
12.0,19.3,83.4,5.9,3.2
12.3,20.8,83.6,6.1,3.1
11.4,21.0,77.8,5.7,3.1
12.2,21.0,77.5,5.8,3.2
11.9,20.0,82.6,6.5,2.9
11.6,18.6,79.1,7.0,3.1
11.8,16.5,79.2,8.4,3.0
12.3,15.4,81.0,9.3,3.2
12.2,16.0,76.9,9.8,3.3
12.8,14.5,68.9,10.4,3.5
12.3,15.3,59.5,11.0,3.4
12.5,14.6,57.0,11.9,3.6
12.5,13.6,55.7,12.4,3.6
12.6,14.5,52.4,12.2,3.8
12.1,13.7,54.3,13.1,3.8
11.6,14.3,52.9,13.8,4.2
12.6,13.0,54.3,14.0,4.1
11.9,13.0,50.3,13.3,4.7
11.3,13.1,47.8,14.4,4.6
11.3,13.4,51.8,14.5,5.0
11.4,13.1,50.8,14.9,4.8
11.0,13.1,46.3,14.7,5.0
10.7,12.9,46.4,15.5,5.5
10.7,12.2,47.5,15.6,5.7
10.9,11.4,47.4,15.6,5.9
10.6,12.2,44.9,17.4,5.9
9.9,11.1,43.4,17.0,6.0
10.1,11.8,45.0,17.0,6.3
10.0,11.3,42.2,17.7,6.5
10.1,11.1,42.5,17.2,6.5
9.8,10.5,41.5,18.3,7.0
9.7,10.9,41.4,19.3,7.2
9.4,10.7,39.9,18.4,7.0
9.2,10.4,39.9,19.9,7.4
8.9,10.1,41.5,18.9,7.4
8.6,9.8,38.7,20.7,7.4
8.8,9.6,41.0,20.7,7.5
8.3,9.8,38.2,20.5,8.0
8.6,9.2,36.5,21.8,7.9
7.6,8.8,38.6,20.9,8.6
8.0,8.9,35.6,22.6,8.7
7.9,8.8,34.9,23.2,8.4
